,SOLUSDTM,SOLUSDTM,SOLUSDTM,SOLUSDTM,SOLUSDTM
,index_price,mark_price,best_bid,best_ask,funding_rate
datetime,,,,,
2025-11-16 18:50:28,136.007,136.001,135.9456,135.9466,
2025-11-16 18:50:29,135.942,135.944,135.9382,135.93919999999997,
2025-11-16 18:50:30,135.939,135.941,135.92720000000003,135.9282,
2025-11-16 18:50:31,135.929,135.931,135.8978,135.8988,
2025-11-16 18:50:32,135.89,135.892,135.90259999999998,135.9036,
2025-11-16 18:50:33,135.892,135.894,135.94310000000002,135.9441,
2025-11-16 18:50:34,135.949,135.943,135.928,135.929,
2025-11-16 18:50:35,135.937,135.931,135.9273,135.9283,
2025-11-16 18:50:36,135.931,135.929,135.9358,135.9368,
2025-11-16 18:50:37,135.941,135.943,135.92739999999998,135.9314,
2025-11-16 18:50:38,135.934,135.936,135.89299999999997,135.894,
2025-11-16 18:50:39,135.891,135.888,135.8715,135.8725,
2025-11-16 18:50:40,135.875,135.877,135.8645,135.8655,
2025-11-16 18:50:41,135.87,135.872,135.8348,135.8358,
2025-11-16 18:50:42,135.837,135.831,135.7846,135.7856,
2025-11-16 18:50:43,135.78,135.782,135.76420000000002,135.7652,
2025-11-16 18:50:44,135.766,135.768,135.77349999999998,135.7745,
2025-11-16 18:50:45,135.768,135.77,135.7766,135.77759999999998,
2025-11-16 18:50:46,135.774,135.776,135.8006,135.80159999999998,
2025-11-16 18:50:47,135.81,135.804,135.79659999999998,135.79760000000002,
2025-11-16 18:50:48,135.808,135.802,135.8097,135.8107,
2025-11-16 18:50:49,135.814,135.808,135.7968,135.7978,
2025-11-16 18:50:50,135.81,135.804,135.8045,135.8055,
2025-11-16 18:50:51,135.805,135.799,135.8316,135.8326,
2025-11-16 18:50:52,135.843,135.837,135.84740000000002,135.8484,
2025-11-16 18:50:53,135.844,135.846,135.8397,135.84070000000003,
2025-11-16 18:50:54,135.857,135.851,135.826,135.827,
2025-11-16 18:50:55,135.845,135.839,135.8059,135.8069,
2025-11-16 18:50:56,135.812,135.806,135.7872,135.78820000000002,
2025-11-16 18:50:57,135.791,135.793,135.76960000000003,135.7706,
2025-11-16 18:50:58,135.784,135.786,135.7608,135.7618,
2025-11-16 18:50:59,135.776,135.778,135.75,135.751,
2025-11-16 18:51:00,135.763,135.757,135.7824,135.7859,2.5e-05
2025-11-16 18:51:01,135.796,135.798,135.8487,135.8497,
2025-11-16 18:51:02,135.856,135.858,135.8354,135.8364,
2025-11-16 18:51:03,135.834,135.836,135.817,135.818,
2025-11-16 18:51:04,135.818,135.82,135.85060000000001,135.8533,
2025-11-16 18:51:05,135.857,135.859,135.8505,135.8524,
2025-11-16 18:51:06,135.857,135.851,135.8543,135.8553,
2025-11-16 18:51:07,135.857,135.857,135.8752,135.87619999999998,
2025-11-16 18:51:08,135.881,135.879,135.84160000000003,135.8426,
2025-11-16 18:51:09,135.842,135.844,135.8725,135.87359999999998,
2025-11-16 18:51:10,135.892,135.886,135.921,135.922,
2025-11-16 18:51:11,135.914,135.908,135.9463,135.94729999999998,
2025-11-16 18:51:12,135.964,135.958,135.8952,135.8988,
2025-11-16 18:51:13,135.916,135.91,135.859,135.86,
2025-11-16 18:51:14,135.866,135.865,135.8399,135.8409,
2025-11-16 18:51:15,135.845,135.839,135.83010000000002,135.83110000000002,
2025-11-16 18:51:16,135.832,135.826,135.85500000000002,135.85600000000002,
2025-11-16 18:51:17,135.87,135.864,135.8385,135.8395,
2025-11-16 18:51:18,135.845,135.847,135.821,135.822,
2025-11-16 18:51:19,135.822,135.815,135.8011,135.8021,
2025-11-16 18:51:20,135.798,135.792,135.8348,135.8358,
2025-11-16 18:51:21,135.837,135.831,135.85930000000002,135.8603,
2025-11-16 18:51:22,135.861,135.855,135.88830000000002,135.8893,
2025-11-16 18:51:23,135.893,135.895,135.883,135.884,
2025-11-16 18:51:24,135.897,135.899,135.883,135.884,
2025-11-16 18:51:25,135.898,135.9,135.883,135.884,
2025-11-16 18:51:26,135.896,135.898,135.89780000000002,135.9001,
2025-11-16 18:51:27,135.91,135.904,135.9456,135.94660000000002,
2025-11-16 18:51:28,135.942,135.936,135.9595,135.96290000000002,
2025-11-16 18:51:29,135.975,135.969,135.9435,135.9445,
2025-11-16 18:51:30,135.947,135.949,135.94400000000002,135.945,
2025-11-16 18:51:31,135.947,135.941,135.977,135.978,
2025-11-16 18:51:32,135.981,135.975,135.9441,135.9451,
2025-11-16 18:51:33,135.937,135.931,135.932,135.933,
2025-11-16 18:51:34,135.938,135.932,135.94,135.941,
2025-11-16 18:51:35,135.952,135.946,135.946,135.947,
2025-11-16 18:51:36,135.958,135.952,135.9575,135.95850000000002,
2025-11-16 18:51:37,135.965,135.959,135.93980000000002,135.94080000000002,
2025-11-16 18:51:38,135.942,135.936,135.95440000000002,135.9554,
2025-11-16 18:51:39,135.964,135.966,135.9493,135.95059999999998,
2025-11-16 18:51:40,135.952,135.954,135.93,135.93099999999998,
2025-11-16 18:51:41,135.939,135.941,135.9116,135.9126,
2025-11-16 18:51:42,135.921,135.923,135.908,135.909,
2025-11-16 18:51:43,135.92,135.922,135.9058,135.9068,
2025-11-16 18:51:44,135.913,135.907,135.9048,135.9058,
2025-11-16 18:51:45,135.91,135.912,135.905,135.906,
2025-11-16 18:51:46,135.91,135.906,135.9098,135.91080000000002,
2025-11-16 18:51:47,135.915,135.909,135.9194,135.9204,
2025-11-16 18:51:48,135.935,135.929,135.877,135.878,
2025-11-16 18:51:49,135.891,135.893,135.864,135.865,
2025-11-16 18:51:50,135.876,135.878,135.8653,135.8663,
2025-11-16 18:51:51,135.874,135.876,135.8653,135.8663,
2025-11-16 18:51:52,,,135.864,135.865,
2025-11-16 18:51:53,,,135.864,135.865,
2025-11-16 18:51:54,,,135.87619999999998,135.8772,
2025-11-16 18:51:55,135.878,135.88,135.872,135.873,
2025-11-16 18:51:56,,,135.8594,135.8604,
2025-11-16 18:51:57,135.872,135.865,135.833,135.834,
2025-11-16 18:51:58,135.833,135.835,135.833,135.834,
2025-11-16 18:51:59,135.83,135.832,135.833,135.834,
2025-11-16 18:52:00,135.837,135.834,135.8202,135.8212,2.5e-05
2025-11-16 18:52:01,135.831,135.824,135.7177,135.71869999999998,
2025-11-16 18:52:02,135.703,135.696,135.68630000000002,135.6892,
2025-11-16 18:52:03,135.698,135.691,135.67770000000002,135.6787,
2025-11-16 18:52:04,135.701,135.694,135.6412,135.6422,
2025-11-16 18:52:05,135.646,135.645,135.6019,135.6029,
2025-11-16 18:52:06,135.611,135.604,135.5788,135.5798,
2025-11-16 18:52:07,135.575,135.577,135.5933,135.5943,
2025-11-16 18:52:08,135.607,135.609,135.5605,135.5615,
2025-11-16 18:52:09,135.572,135.565,135.5698,135.57080000000002,
2025-11-16 18:52:10,135.577,135.579,135.5865,135.5882,
2025-11-16 18:52:11,135.596,135.589,135.635,135.636,
2025-11-16 18:52:12,135.651,135.644,135.6498,135.6508,
2025-11-16 18:52:13,135.66,135.653,135.65109999999999,135.6528,
2025-11-16 18:52:14,,,135.6474,135.6484,
2025-11-16 18:52:15,135.646,135.648,135.613,135.614,
2025-11-16 18:52:16,135.628,135.621,135.566,135.567,
2025-11-16 18:52:17,135.573,135.575,135.56,135.561,
2025-11-16 18:52:18,135.57,135.572,135.5423,135.5438,
2025-11-16 18:52:19,135.563,135.555,135.5395,135.5405,
2025-11-16 18:52:20,135.541,135.543,135.54649999999998,135.5475,
2025-11-16 18:52:21,135.557,135.549,135.4962,135.4972,
2025-11-16 18:52:22,135.489,135.491,135.5081,135.5091,
2025-11-16 18:52:23,135.518,135.52,135.48,135.481,
2025-11-16 18:52:24,135.5,135.492,135.48,135.481,
2025-11-16 18:52:25,135.487,135.481,135.4546,135.4556,
2025-11-16 18:52:26,135.478,135.47,135.4194,135.4204,
2025-11-16 18:52:27,135.435,135.427,135.4452,135.4462,
2025-11-16 18:52:28,135.462,135.464,135.4931,135.4941,
2025-11-16 18:52:29,135.49,135.492,135.5247,135.5257,
2025-11-16 18:52:30,135.53,135.526,135.537,135.538,
2025-11-16 18:52:31,135.538,135.531,135.5463,135.5473,
2025-11-16 18:52:32,135.557,135.549,135.5451,135.5461,
2025-11-16 18:52:33,135.551,135.553,135.54,135.541,
2025-11-16 18:52:34,135.536,135.538,135.5301,135.53109999999998,
2025-11-16 18:52:35,135.527,135.529,135.5369,135.53789999999998,
2025-11-16 18:52:36,135.533,135.535,135.5513,135.5523,
2025-11-16 18:52:37,135.55,135.543,135.5759,135.5769,
2025-11-16 18:52:38,135.589,135.582,135.5669,135.568,
2025-11-16 18:52:39,135.569,135.571,135.577,135.578,
2025-11-16 18:52:40,135.584,135.581,135.581,135.582,
2025-11-16 18:52:41,135.594,135.587,135.5777,135.5787,
2025-11-16 18:52:42,135.593,135.586,135.57,135.571,
2025-11-16 18:52:43,135.586,135.581,135.5414,135.5442,
2025-11-16 18:52:44,135.534,135.527,135.5402,135.5412,
2025-11-16 18:52:45,135.546,135.539,135.56,135.56099999999998,
2025-11-16 18:52:46,135.571,135.564,135.5521,135.5531,
2025-11-16 18:52:47,135.561,135.554,135.552,135.553,
2025-11-16 18:52:48,135.554,135.552,135.54,135.541,
2025-11-16 18:52:49,,,135.5383,135.5393,
2025-11-16 18:52:50,135.546,135.539,135.552,135.553,
2025-11-16 18:52:51,135.553,135.546,135.5491,135.5501,
2025-11-16 18:52:52,135.554,135.552,135.55620000000002,135.55720000000002,
2025-11-16 18:52:53,,,135.5656,135.56660000000002,
2025-11-16 18:52:54,135.572,135.565,135.567,135.568,
2025-11-16 18:52:55,135.588,135.581,135.565,135.566,
2025-11-16 18:52:56,135.585,135.578,135.57549999999998,135.57649999999998,
2025-11-16 18:52:57,135.587,135.582,135.616,135.617,
2025-11-16 18:52:58,135.623,135.617,135.6202,135.6212,
2025-11-16 18:52:59,135.643,135.636,135.622,135.623,
2025-11-16 18:53:00,135.648,135.641,135.5997,135.6008,2.4e-05
2025-11-16 18:53:01,135.612,135.605,135.59070000000003,135.5917,
2025-11-16 18:53:02,135.595,135.588,135.6134,135.6144,
2025-11-16 18:53:03,135.638,135.631,135.6002,135.6012,
2025-11-16 18:53:04,135.618,135.61,135.5766,135.57760000000002,
2025-11-16 18:53:05,135.595,135.597,135.5797,135.5807,
2025-11-16 18:53:06,135.594,135.596,135.589,135.59,
2025-11-16 18:53:07,135.604,135.606,135.63060000000002,135.6316,
2025-11-16 18:53:08,135.652,135.654,135.65619999999998,135.65720000000002,
2025-11-16 18:53:09,135.669,135.671,135.654,135.655,
2025-11-16 18:53:10,135.673,135.665,135.654,135.655,
2025-11-16 18:53:11,135.667,135.659,135.6297,135.6307,
2025-11-16 18:53:12,135.647,135.649,135.651,135.652,
2025-11-16 18:53:13,135.662,135.654,135.6712,135.6722,
2025-11-16 18:53:14,135.679,135.671,135.67149999999998,135.67249999999999,
2025-11-16 18:53:15,135.679,135.681,135.6892,135.6902,
2025-11-16 18:53:16,135.704,135.696,135.692,135.693,
2025-11-16 18:53:17,135.701,135.693,135.69819999999999,135.69920000000002,
2025-11-16 18:53:18,135.702,135.704,135.6866,135.6876,
2025-11-16 18:53:19,135.701,135.693,135.6979,135.6989,
2025-11-16 18:53:20,135.706,135.698,135.6806,135.6816,
2025-11-16 18:53:21,135.678,135.672,135.671,135.672,
2025-11-16 18:53:22,,,135.65900000000002,135.66000000000003,
2025-11-16 18:53:23,,,135.64950000000002,135.65050000000002,
2025-11-16 18:53:24,135.661,135.663,135.6603,135.6613,
2025-11-16 18:53:25,135.666,135.658,135.6572,135.6596,
2025-11-16 18:53:26,135.667,135.669,135.646,135.647,
2025-11-16 18:53:27,135.659,135.651,135.64399999999998,135.64499999999998,
2025-11-16 18:53:28,135.654,135.647,135.605,135.606,
2025-11-16 18:53:29,135.604,135.605,135.584,135.585,
2025-11-16 18:53:30,135.597,135.599,135.5798,135.5808,
2025-11-16 18:53:31,135.597,135.589,135.567,135.568,
2025-11-16 18:53:32,135.582,135.574,135.5799,135.5809,
2025-11-16 18:53:33,135.584,135.576,135.5925,135.5935,
2025-11-16 18:53:34,135.604,135.602,135.584,135.585,
2025-11-16 18:53:35,135.602,135.594,135.57,135.571,
2025-11-16 18:53:36,135.583,135.585,135.5605,135.5615,
2025-11-16 18:53:37,135.566,135.568,135.557,135.558,
2025-11-16 18:53:38,135.568,135.57,135.557,135.558,
2025-11-16 18:53:39,135.567,135.569,135.5598,135.5608,
2025-11-16 18:53:40,135.569,135.571,135.558,135.559,
2025-11-16 18:53:41,135.566,135.568,135.557,135.558,
2025-11-16 18:53:42,135.567,135.569,135.557,135.558,
2025-11-16 18:53:43,135.569,135.571,135.557,135.558,
2025-11-16 18:53:44,,,135.557,135.558,
2025-11-16 18:53:45,135.572,135.564,135.5608,135.5618,
2025-11-16 18:53:46,135.571,135.562,135.553,135.554,
2025-11-16 18:53:47,135.569,135.56,135.553,135.554,
2025-11-16 18:53:48,135.566,135.557,135.55149999999998,135.5525,
2025-11-16 18:53:49,135.563,135.554,135.54659999999998,135.54760000000002,
2025-11-16 18:53:50,135.562,135.553,135.57,135.571,
2025-11-16 18:53:51,135.569,135.561,135.5653,135.5663,
2025-11-16 18:53:52,,,135.57840000000002,135.57940000000002,
2025-11-16 18:53:53,135.586,135.578,135.579,135.58,
2025-11-16 18:53:54,135.592,135.584,135.57760000000002,135.5786,
2025-11-16 18:53:55,135.589,135.581,135.577,135.578,
2025-11-16 18:53:56,135.591,135.583,135.577,135.578,
2025-11-16 18:53:57,,,135.577,135.578,
2025-11-16 18:53:58,135.593,135.584,135.577,135.578,
2025-11-16 18:53:59,,,135.584,135.58499999999998,
2025-11-16 18:54:00,135.596,135.587,135.61669999999998,135.61769999999999,2.6e-05
2025-11-16 18:54:01,135.637,135.629,135.6723,135.67329999999998,
2025-11-16 18:54:02,135.696,135.698,135.63939999999997,135.6404,
2025-11-16 18:54:03,135.656,135.658,135.6298,135.6311,
2025-11-16 18:54:04,135.643,135.634,135.5766,135.57760000000002,
2025-11-16 18:54:05,135.579,135.57,135.566,135.567,
2025-11-16 18:54:06,135.576,135.567,135.566,135.567,
2025-11-16 18:54:07,,,135.55900000000003,135.56,
2025-11-16 18:54:08,135.576,135.578,135.5935,135.5945,
2025-11-16 18:54:09,135.592,135.583,135.64749999999998,135.6485,
2025-11-16 18:54:10,135.652,135.644,135.6618,135.6635,
2025-11-16 18:54:11,135.669,135.661,135.65730000000002,135.6583,
2025-11-16 18:54:12,135.66,135.662,135.67419999999998,135.6752,
2025-11-16 18:54:13,135.686,135.678,135.66199999999998,135.663,
2025-11-16 18:54:14,135.685,135.677,135.70239999999998,135.70340000000002,
2025-11-16 18:54:15,135.714,135.706,135.715,135.716,
2025-11-16 18:54:16,,,135.7086,135.7096,
2025-11-16 18:54:17,135.721,135.715,135.65929999999997,135.6603,
2025-11-16 18:54:18,135.673,135.672,135.669,135.67,
2025-11-16 18:54:19,135.665,135.667,135.6468,135.64780000000002,
2025-11-16 18:54:20,135.659,135.651,135.6808,135.6818,
2025-11-16 18:54:21,135.707,135.709,135.749,135.75,
2025-11-16 18:54:22,135.767,135.759,135.7553,135.75629999999998,
2025-11-16 18:54:23,135.774,135.766,135.77,135.771,
2025-11-16 18:54:24,135.785,135.777,135.7846,135.7856,
2025-11-16 18:54:25,135.805,135.797,135.771,135.772,
2025-11-16 18:54:26,135.796,135.788,135.771,135.772,
2025-11-16 18:54:27,135.793,135.785,135.771,135.772,
2025-11-16 18:54:28,135.799,135.79,135.7958,135.7968,
2025-11-16 18:54:29,135.811,135.803,135.8241,135.8251,
2025-11-16 18:54:30,135.844,135.835,135.7858,135.7868,
2025-11-16 18:54:31,135.803,135.805,135.7477,135.7487,
2025-11-16 18:54:32,135.777,135.779,135.745,135.746,
2025-11-16 18:54:33,135.771,135.773,135.745,135.746,
2025-11-16 18:54:34,135.757,135.759,135.745,135.746,
2025-11-16 18:54:35,135.76,135.762,135.745,135.746,
2025-11-16 18:54:36,,,135.7751,135.7763,
2025-11-16 18:54:37,135.792,135.785,135.8141,135.8151,
2025-11-16 18:54:38,135.813,135.815,135.8038,135.8048,
2025-11-16 18:54:39,135.83,135.821,135.7979,135.79889999999997,
2025-11-16 18:54:40,135.816,135.815,135.81959999999998,135.8206,
2025-11-16 18:54:41,135.837,135.839,135.8227,135.8237,
2025-11-16 18:54:42,135.835,135.826,135.804,135.805,
2025-11-16 18:54:43,135.825,135.816,135.804,135.805,
2025-11-16 18:54:44,135.819,135.81,135.804,135.805,
2025-11-16 18:54:45,135.822,135.813,135.804,135.805,
2025-11-16 18:54:46,,,135.804,135.805,
2025-11-16 18:54:47,,,135.8064,135.8074,
2025-11-16 18:54:48,135.821,135.812,135.8142,135.8152,
2025-11-16 18:54:49,135.83,135.821,135.81779999999998,135.8188,
2025-11-16 18:54:50,135.833,135.823,135.7788,135.7798,
2025-11-16 18:54:51,135.799,135.797,135.77519999999998,135.7762,
2025-11-16 18:54:52,135.793,135.783,135.7717,135.77270000000001,
2025-11-16 18:54:53,135.785,135.775,135.7944,135.7954,
2025-11-16 18:54:54,135.798,135.789,135.8278,135.8288,
2025-11-16 18:54:55,135.832,135.823,135.8366,135.8376,
2025-11-16 18:54:56,135.852,135.843,135.8264,135.8274,
2025-11-16 18:54:57,135.846,135.836,135.8028,135.8049,
2025-11-16 18:54:58,135.831,135.821,135.784,135.785,
2025-11-16 18:54:59,135.803,135.793,135.816,135.817,
2025-11-16 18:55:00,135.822,135.812,135.8124,135.8134,2.6e-05
2025-11-16 18:55:01,135.826,135.818,135.8064,135.8074,
2025-11-16 18:55:02,135.816,135.806,135.8134,135.8144,
2025-11-16 18:55:03,135.818,135.82,135.83769999999998,135.8387,
2025-11-16 18:55:04,135.849,135.839,135.81599999999997,135.817,
2025-11-16 18:55:05,135.832,135.828,135.7783,135.7793,
2025-11-16 18:55:06,135.788,135.778,135.7816,135.7826,
2025-11-16 18:55:07,135.789,135.791,135.7981,135.7991,
2025-11-16 18:55:08,135.811,135.813,135.794,135.795,
2025-11-16 18:55:09,135.801,135.791,135.812,135.813,
2025-11-16 18:55:10,135.816,135.806,135.7884,135.7894,
2025-11-16 18:55:11,135.81,135.8,135.78619999999998,135.78719999999998,
2025-11-16 18:55:12,135.803,135.795,135.7742,135.77519999999998,
2025-11-16 18:55:13,135.789,135.779,135.803,135.804,
2025-11-16 18:55:14,135.808,135.798,135.803,135.804,
2025-11-16 18:55:15,135.806,135.804,135.803,135.804,
2025-11-16 18:55:16,,,135.803,135.804,
2025-11-16 18:55:17,,,135.807,135.80800000000002,
2025-11-16 18:55:18,,,135.84660000000002,135.8476,
2025-11-16 18:55:19,135.855,135.845,135.8571,135.85809999999998,
2025-11-16 18:55:20,135.865,135.856,135.861,135.862,
2025-11-16 18:55:21,135.862,135.853,135.84359999999998,135.84459999999999,
2025-11-16 18:55:22,135.858,135.849,135.8678,135.8688,
2025-11-16 18:55:23,135.879,135.87,135.8561,135.85719999999998,
2025-11-16 18:55:24,135.868,135.864,135.8398,135.8408,
2025-11-16 18:55:25,135.853,135.855,135.8548,135.8558,
2025-11-16 18:55:26,135.864,135.864,135.869,135.87,
2025-11-16 18:55:27,,,135.8664,135.8674,
2025-11-16 18:55:28,135.866,135.868,135.844,135.845,
2025-11-16 18:55:29,135.86,135.856,135.826,135.827,
2025-11-16 18:55:30,135.842,135.844,135.835,135.83599999999998,
2025-11-16 18:55:31,135.843,135.845,135.84560000000002,135.8466,
2025-11-16 18:55:32,135.845,135.847,135.84560000000002,135.8466,
2025-11-16 18:55:33,,,135.84,135.841,
2025-11-16 18:55:34,135.846,135.848,135.84,135.841,
2025-11-16 18:55:35,,,135.84,135.841,
2025-11-16 18:55:36,,,135.84,135.841,
2025-11-16 18:55:37,,,135.84,135.841,
2025-11-16 18:55:38,,,135.81,135.811,
2025-11-16 18:55:39,135.823,135.814,135.808,135.80900000000003,
2025-11-16 18:55:40,135.814,135.805,135.80540000000002,135.8064,
2025-11-16 18:55:41,135.812,135.803,135.817,135.818,
2025-11-16 18:55:42,135.818,135.809,135.8547,135.8557,
2025-11-16 18:55:43,135.86,135.851,135.8916,135.8926,
2025-11-16 18:55:44,135.915,135.917,135.881,135.882,
2025-11-16 18:55:45,135.898,135.889,135.873,135.874,
2025-11-16 18:55:46,135.875,135.877,135.8739,135.8749,
2025-11-16 18:55:47,135.898,135.889,135.8943,135.8953,
2025-11-16 18:55:48,135.899,135.89,135.896,135.897,
2025-11-16 18:55:49,135.904,135.895,135.896,135.897,
2025-11-16 18:55:50,,,135.8711,135.8721,
2025-11-16 18:55:51,135.886,135.888,135.87,135.871,
2025-11-16 18:55:52,135.884,135.886,135.8663,135.8673,
2025-11-16 18:55:53,135.882,135.873,135.8565,135.85750000000002,
2025-11-16 18:55:54,135.866,135.86,135.8471,135.84810000000002,
2025-11-16 18:55:55,135.863,135.854,135.82,135.821,
2025-11-16 18:55:56,135.831,135.833,135.82,135.821,
2025-11-16 18:55:57,135.832,135.834,135.8186,135.8202,
2025-11-16 18:55:58,135.832,135.827,135.82459999999998,135.82559999999998,
2025-11-16 18:55:59,,,135.831,135.832,
2025-11-16 18:56:00,,,135.805,135.8074,2.6e-05
2025-11-16 18:56:01,135.813,135.814,135.795,135.796,
2025-11-16 18:56:02,135.803,135.805,135.795,135.796,
2025-11-16 18:56:03,135.808,135.81,135.79489999999998,135.7959,
2025-11-16 18:56:04,135.808,135.799,135.78560000000002,135.7866,
2025-11-16 18:56:05,135.8,135.794,135.782,135.783,
2025-11-16 18:56:06,135.8,135.79,135.7903,135.7913,
2025-11-16 18:56:07,135.815,135.805,135.7516,135.7526,
2025-11-16 18:56:08,135.763,135.753,135.707,135.708,
2025-11-16 18:56:09,135.716,135.718,135.7143,135.7153,
2025-11-16 18:56:10,,,135.732,135.733,
2025-11-16 18:56:11,135.748,135.738,135.71359999999999,135.71460000000002,
2025-11-16 18:56:12,135.728,135.718,135.7326,135.7336,
2025-11-16 18:56:13,135.735,135.725,135.7489,135.7499,
2025-11-16 18:56:14,135.759,135.749,135.737,135.738,
2025-11-16 18:56:15,135.749,135.739,135.737,135.738,
2025-11-16 18:56:16,,,135.7184,135.7194,
2025-11-16 18:56:17,135.741,135.731,135.70170000000002,135.7027,
2025-11-16 18:56:18,135.712,135.702,135.6739,135.6749,
2025-11-16 18:56:19,135.689,135.679,135.66080000000002,135.66180000000003,
2025-11-16 18:56:20,135.674,135.664,135.6538,135.6548,
2025-11-16 18:56:21,135.668,135.658,135.66,135.661,
2025-11-16 18:56:22,,,135.64010000000002,135.6411,
2025-11-16 18:56:23,135.661,135.65,135.61430000000001,135.61550000000003,
2025-11-16 18:56:24,135.618,135.61,135.666,135.66699999999997,
2025-11-16 18:56:25,135.673,135.663,135.645,135.64600000000002,
2025-11-16 18:56:26,135.656,135.646,135.629,135.63,
2025-11-16 18:56:27,135.623,135.613,135.629,135.63,
2025-11-16 18:56:28,135.625,135.615,135.6429,135.6439,
2025-11-16 18:56:29,135.648,135.638,135.6635,135.6645,
2025-11-16 18:56:30,135.669,135.659,135.6939,135.69490000000002,
2025-11-16 18:56:31,135.7,135.69,135.688,135.689,
2025-11-16 18:56:32,135.696,135.686,135.688,135.689,
2025-11-16 18:56:33,135.695,135.685,135.6934,135.6944,
2025-11-16 18:56:34,135.694,135.689,135.697,135.698,
2025-11-16 18:56:35,135.7,135.69,135.7074,135.7084,
2025-11-16 18:56:36,135.717,135.719,135.716,135.71699999999998,
2025-11-16 18:56:37,135.72,135.717,135.7079,135.70890000000003,
2025-11-16 18:56:38,135.713,135.708,135.6909,135.69189999999998,
2025-11-16 18:56:39,135.693,135.695,135.689,135.69,
2025-11-16 18:56:40,135.696,135.698,135.689,135.69,
2025-11-16 18:56:41,135.697,135.699,135.689,135.69,
2025-11-16 18:56:42,135.696,135.698,135.6916,135.6926,
2025-11-16 18:56:43,135.696,135.69,135.702,135.703,
2025-11-16 18:56:44,135.709,135.699,135.7007,135.70170000000002,
2025-11-16 18:56:45,135.707,135.697,135.6976,135.6986,
2025-11-16 18:56:46,135.706,135.696,135.689,135.69,
2025-11-16 18:56:47,135.695,135.689,135.689,135.69,
2025-11-16 18:56:48,,,135.6845,135.6855,
2025-11-16 18:56:49,135.693,135.683,135.6836,135.6846,
2025-11-16 18:56:50,135.694,135.684,135.692,135.693,
2025-11-16 18:56:51,135.695,135.685,135.696,135.697,
2025-11-16 18:56:52,135.7,135.69,135.69400000000002,135.695,
2025-11-16 18:56:53,135.698,135.7,135.684,135.685,
2025-11-16 18:56:54,135.693,135.695,135.6739,135.6749,
2025-11-16 18:56:55,135.684,135.674,135.665,135.666,
2025-11-16 18:56:56,135.67,135.66,135.6608,135.6618,
2025-11-16 18:56:57,135.671,135.661,135.6566,135.6576,
2025-11-16 18:56:58,135.656,135.658,135.64600000000002,135.647,
2025-11-16 18:56:59,135.653,135.655,135.63,135.631,
2025-11-16 18:57:00,135.642,135.644,135.6133,135.61430000000001,2.6e-05
2025-11-16 18:57:01,135.616,135.606,135.616,135.61700000000002,
2025-11-16 18:57:02,135.627,135.617,135.6101,135.6111,
2025-11-16 18:57:03,135.615,135.605,135.5759,135.5769,
2025-11-16 18:57:04,135.582,135.572,135.5608,135.5618,
2025-11-16 18:57:05,135.571,135.561,135.576,135.577,
2025-11-16 18:57:06,135.576,135.566,135.576,135.577,
2025-11-16 18:57:07,135.571,135.561,135.57379999999998,135.5748,
2025-11-16 18:57:08,135.571,135.573,135.5971,135.5982,
2025-11-16 18:57:09,135.602,135.593,135.6473,135.6483,
2025-11-16 18:57:10,135.651,135.646,135.641,135.6436,
2025-11-16 18:57:11,135.641,135.643,135.6222,135.6232,
2025-11-16 18:57:12,135.626,135.628,135.5934,135.5944,
2025-11-16 18:57:13,135.599,135.601,135.563,135.564,
2025-11-16 18:57:14,135.575,135.577,135.5562,135.5572,
2025-11-16 18:57:15,135.572,135.562,135.55749999999998,135.5585,
2025-11-16 18:57:16,135.566,135.559,135.577,135.578,
2025-11-16 18:57:17,135.576,135.566,135.5553,135.55630000000002,
2025-11-16 18:57:18,135.552,135.554,135.54829999999998,135.5493,
2025-11-16 18:57:19,135.551,135.553,135.5704,135.57139999999998,
2025-11-16 18:57:20,135.578,135.577,135.576,135.577,
2025-11-16 18:57:21,,,135.576,135.577,
2025-11-16 18:57:22,,,135.5559,135.55689999999998,
2025-11-16 18:57:23,135.555,135.549,135.5667,135.5677,
2025-11-16 18:57:24,135.572,135.563,135.578,135.5794,
2025-11-16 18:57:25,135.587,135.589,135.5668,135.5678,
2025-11-16 18:57:26,135.566,135.568,135.56,135.561,
2025-11-16 18:57:27,135.568,135.57,135.5607,135.56170000000003,
2025-11-16 18:57:28,135.566,135.561,135.567,135.568,
2025-11-16 18:57:29,135.575,135.566,135.5848,135.5858,
2025-11-16 18:57:30,135.593,135.595,135.588,135.589,
2025-11-16 18:57:31,135.597,135.599,135.588,135.589,
2025-11-16 18:57:32,135.594,135.596,135.588,135.589,
2025-11-16 18:57:33,135.595,135.597,135.588,135.589,
2025-11-16 18:57:34,135.594,135.596,135.588,135.589,
2025-11-16 18:57:35,135.596,135.598,135.588,135.589,
2025-11-16 18:57:36,,,135.5795,135.5805,
2025-11-16 18:57:37,135.59,135.581,135.567,135.568,
2025-11-16 18:57:38,135.581,135.572,135.55700000000002,135.558,
2025-11-16 18:57:39,135.576,135.567,135.5556,135.55659999999997,
2025-11-16 18:57:40,135.563,135.554,135.557,135.558,
2025-11-16 18:57:41,135.556,135.547,135.5645,135.5655,
2025-11-16 18:57:42,135.563,135.558,135.572,135.573,
2025-11-16 18:57:43,135.57,135.572,135.572,135.573,
2025-11-16 18:57:44,,,135.5636,135.56459999999998,
